"建築物名稱the names of the buildings","電腦編號 serial number",村里別village,"地址 address","緯經度 latitude and longitude","地下樓層數number of basement levels",可容納人數capacity,轄管分局jurisdiction,"備駐 notes"
—,QMA00479,瑞光里,屏東縣屏東市瑞光里04鄰民生路49之13號,"22.662427194227718, 120.50660877386393",1,38.0,屏東分局,
—,QMA00481,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之34號,"22.66395347980167, 120.5036014425646",1,35.0,屏東分局,
—,QMA00480,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之35號,"22.663920855823534, 120.50350569219435",1,44.0,屏東分局,
—,QMA00482,瑞光里,屏東縣屏東市瑞光里33鄰民生路57之36號,"22.663920855823534, 120.50328325671882",1,44.0,屏東分局,
—,QMA00483,瑞光里,屏東縣屏東市瑞光里15鄰民生路63之1號,"22.664779988328814, 120.50240873334114",1,37.0,屏東分局,
屏東郵局/郵務大樓,QMA00554,瑞光里,屏東縣屏東市瑞光里13鄰民生東路3號,"22.65675954543831, 120.51646584572504",1,1024.0,屏東分局,
民生家商/商業大樓,QMA02027,瑞光里,屏東縣屏東市瑞光里13鄰民生東路12號,"22.658857221582096, 120.51359542944904",1,247.0,屏東分局,共有2處、總計可容納人數1640人
民生家商/家事大樓,QMA02028,瑞光里,屏東縣屏東市瑞光里13鄰民生東路12號,"22.65895082459938, 120.51408108218097",1,1393.0,屏東分局,共有2處、總計可容納人數1640人
國仁醫院,QMA00466,瑞光里,屏東縣屏東市瑞光里13鄰民生東路12-2號,"22.65831722501866, 120.51454905208686",1.2.3,1874.0,屏東分局,
屏東大學/屏商校區/資訊圖書中心,QMA00550,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.65723749342468, 120.51081920701557",1,1663.0,屏東分局,共有7處、總計可容納人數19179人
屏東大學/屏商校區/女生宿舍,QMA00548,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.65719271798267, 120.51019754562655",1,1995.0,屏東分局,共有7處、總計可容納人數19179人
屏東大學/屏商校區/學生活動中心,QMA00569,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.656709636330895, 120.51216461648843",1,795.0,屏東分局,共有7處、總計可容納人數19179人
屏東大學/屏商校區/行政大樓,QMA00570,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.657662185829004, 120.51229944419005",1,6704.0,屏東分局,共有7處、總計可容納人數19179人
屏東大學/屏商校區/學生餐廳,QMA00571,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.655882989873252, 120.51042423377187",1,81.0,屏東分局,共有7處、總計可容納人數19179人
屏東大學/屏商校區/教學一館,QMA00572,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.65637383457007, 120.51170659487165",1,2944.0,屏東分局,共有7處、總計可容納人數19179人
屏東大學/屏商校區/教學二館,QMA00573,瑞光里,屏東縣屏東市瑞光里12鄰民生東路51號,"22.656079446755985, 120.51165534490958",1,4997.0,屏東分局,共有7處、總計可容納人數19179人
—,QMA00555,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷24弄7號,"22.66076518670898, 120.51191027648662",1,55.0,屏東分局,
—,QMA00546,瑞光里,屏東縣屏東市瑞光里11鄰民生東路56巷24弄9號,"22.660802677622613, 120.51199219913768",1,55.0,屏東分局,
台糖椰林學苑,QMA02113,瑞光里,屏東縣屏東市瑞光里10鄰民生東路66巷1號,"22.660948207885596, 120.51065935741634",1,1263.0,屏東分局,
—,QMA00572,瑞光里,屏東縣屏東市瑞光里10鄰民生東路70號,"22.66138475366671, 120.50997589914074",1,63.0,屏東分局,
—,QMA00571,瑞光里,屏東縣屏東市瑞光里10鄰民生東路76號,"22.661561383956734, 120.51005463721054",1,77.0,屏東分局,
—,QMA00570,瑞光里,屏東縣屏東市瑞光里10鄰民生東路78號,"22.661761869647304, 120.51006268383706",1,68.0,屏東分局,
學府寧靜大樓,QMA00471,瑞光里,屏東縣屏東市瑞光里14鄰民興路29號,"22.663910387002318, 120.50220099821577",1,559.0,屏東分局,
長杰哈佛特區大樓,QMA00472,瑞光里,屏東縣屏東市瑞光里14鄰民興路42號,"22.663910387002318, 120.50220099821577",1,1115.0,屏東分局,
—,QMA00474,瑞光里,屏東縣屏東市瑞光里04鄰歸仁路103之1號,"22.660038270787553, 120.50603901116833",1,57.0,屏東分局,
—,QMA00489,瑞光里,屏東縣屏東市瑞光里28鄰歸仁路158號,"22.660945986889576, 120.50676443660032",1,33.0,屏東分局,
向山學大樓,QMA02202,瑞光里,屏東縣屏東市瑞光里13鄰歸智路110巷3號,"22.654846325664007, 120.51007731647162",1.2,3243.0,屏東分局,
屏東縣農會大樓,QMA00568,瑞光里,屏東縣屏東市瑞光里04鄰瑞民路8號,"22.663385016042785, 120.50707974881782",1,3941.0,屏東分局,
—,QMA00473,瑞光里,屏東縣屏東市瑞光里04鄰和生路300號,"22.65963350728696, 120.5048276558713",1,44.0,屏東分局,
吉盟王朝大樓,QMA00551,瑞光里,屏東縣屏東市瑞光里19鄰和生路一段8～18號,"22.660072617861317, 120.50997299979673",1,213.0,屏東分局,
智慧家大樓,QMA02103,瑞光里,屏東縣屏東市瑞光里18鄰和生路一段90號,"22.660118882647968, 120.50826142192602",1,426.0,屏東分局,
—,QMA00528,瑞光里,屏東縣屏東市瑞光里32鄰林森路1巷36弄43號,"22.66602815395902, 120.50204148072727",1,67.0,屏東分局,
—,QMA00537,瑞光里,屏東縣屏東市瑞光里53鄰林森路1巷67號,"22.667123432199624, 120.50375749902234",1,45.0,屏東分局,
—,QMA00535,瑞光里,屏東縣屏東市瑞光里53鄰林森路1巷69號,"22.667089346365007, 120.50375289666921",1,45.0,屏東分局,
—,QMA00536,瑞光里,屏東縣屏東市瑞光里53鄰林森路1巷71號,"22.66705314289183, 120.50383178836053",1,45.0,屏東分局,
黑糖師院名廈,QMA02137,瑞光里,屏東縣屏東市瑞光里林森路1巷100弄26號,"22.668434656814423, 120.50776833102425",1.2,447.0,屏東分局,
中洲建設公司大樓,QMA02140,瑞光里,屏東縣屏東市瑞光里04鄰瑞華街225號,"22.66624345531838, 120.50941464069923",1,2236.0,屏東分局,
—,QMA00475,瑞光里,屏東縣屏東市瑞光里03鄰菸廠西巷49號,"22.662606922050273, 120.5047697730854",1,33.0,屏東分局,
南統投資大學城大樓,QMA02011,瑞光里,屏東縣屏東市瑞光里45鄰安心四橫巷90號,"22.660102124223354, 120.5124630083978",1,233.0,屏東分局,
峻辰建設大樓,QMA02110,瑞光里,屏東縣屏東市瑞光里12鄰安心四橫巷136弄38號,"22.659836639005945, 120.51235622486085",1,724.0,屏東分局,
民生國小,QMA00467,瑞光里,屏東縣屏東市瑞光里43鄰安心四橫巷139-1號,"22.66167371343076, 120.51243874936199",1,1594.0,屏東分局,
衛福部南區老人之家/中正堂,QMA00455,瑞光里,屏東縣屏東市瑞光里05鄰香揚巷1號,"22.66339881216432, 120.50824323953158",1,570.0,屏東分局,共有3處、總計可容納人數4755人
衛福部南區老人之家/怡樂大樓,QMA02049,瑞光里,屏東縣屏東市瑞光里05鄰香揚巷1號,"22.663265156664224, 120.5082646972023",1,505.0,屏東分局,共有3處、總計可容納人數4755人
衛福部南區老人之家/頤養大樓,QMA02050,瑞光里,屏東縣屏東市瑞光里05鄰香揚巷1號,"22.66331844895078, 120.50870498431206",1,3680.0,屏東分局,共有3處、總計可容納人數4755人
基督教長老教會/屏東中會宣教大樓,QMA00547,瑞光里,屏東縣屏東市瑞光里07鄰香楊巷1號之6,"22.66383490074371, 120.5090812807808",1,121.0,屏東分局,
—,QMA00532,瑞光里,屏東縣屏東市瑞光里29鄰香楊巷5號之2,"22.664767148854917, 120.51102225106902",1,52.0,屏東分局,
繁榮大學城大樓,QMA00549,瑞光里,屏東縣屏東市瑞光里24鄰田中巷26號,"22.659827015051913, 120.51259758984857",1,426.0,屏東分局,
振芳冷凍有限公司,海室0609,和興里,屏東縣屏東市和興里10鄰忠孝路250號,"22.69309398899159, 120.49223252217234",1,135.0,屏東分局,
屏東縣政府消防局,海室0612,和興里,屏東縣屏東市和興里10鄰忠孝路226號,"22.69327116902995, 120.49023569786456",1,1049.0,屏東分局,
臺電屏東區營業處,海室0611,和興里,屏東縣屏東市和興里10鄰忠孝路329號,"22.694369583550845, 120.4909977156698",1.2,11946.0,屏東分局,
台灣屏東農田水利會/屏東工作站,海室0608,仁義里,屏東縣屏東市仁義里08鄰海豐街82-5號,"22.705333043892065, 120.51828166192641",1,22.0,屏東分局,
基督教伯大尼之家,QMA02036,仁義里,屏東縣屏東市仁義里09鄰仁義16-6號,"22.704463103381872, 120.52250017606096",1,1697.0,屏東分局,
皇埔世家大樓,海室0606,北興里,屏東縣屏東市北興里39鄰廣東路724巷21號,"22.687115000815513, 120.49405452329736",1,1650.0,屏東分局,
利威新貴大樓,海室0603,北興里,屏東縣屏東市北興里35鄰廣東路744巷100號,"22.689386000000002, 120.49288043742993",1,723.0,屏東分局,
—,海室0601,北興里,屏東縣屏東市北興里02鄰中正路421號,"22.688606633611958, 120.49795625832218",1,22.0,屏東分局,
—,海室0610,北興里,屏東縣屏東市北興里13鄰中正路467號,"22.69024871984058, 120.49970831437327",1,22.0,屏東分局,
甜蜜家庭大樓,海室0602,北興里,屏東縣屏東市北興里40鄰公民街13號,"22.688611529577475, 120.4903026396579",1,1368.0,屏東分局,
東方大衛營大樓,海室0604,北興里,屏東縣屏東市北興里21鄰公裕街216號,"22.690342458868972, 120.49187156922214",1,764.0,屏東分局,
至正國中/至真樓,海室0605,北興里,屏東縣屏東市北興里21鄰公裕街300號,"22.691175818446208, 120.49362886085378",1,656.0,屏東分局,共有3處、總計可容納人數1290人
至正國中/至善樓,QMA01828,北興里,屏東縣屏東市北興里21鄰公裕街300號,"22.691080876106035, 120.49377737017487",1,114.0,屏東分局,共有3處、總計可容納人數1290人
至正國中/至美樓,QMA01829,北興里,屏東縣屏東市北興里21鄰公裕街300號,"22.691012554695373, 120.4936557702593",1,520.0,屏東分局,共有3處、總計可容納人數1290人
財政部國稅局/屏東分局,QMA01830,北興里,屏東縣屏東市北興里39鄰北興街55號,"22.688596494916762, 120.49460222612036",1,1215.0,屏東分局,
屏東縣政府環境保護局,QMA02139,北興里,屏東縣屏東市北興里16鄰北興街56號,"22.688514049155703, 120.49485757174985",1,698.0,屏東分局,
國軍高雄醫院/屏東分院,QMA00455,龍華里,屏東縣屏東市龍華里02鄰大湖路58巷22號,"22.633378687719105, 120.48769359717535",1,3235.0,屏東分局,
公館國小,QMA02135,龍華里,屏東縣屏東市龍華里8鄰公華街182號,"22.637416293505684, 120.48117688391753",1,663.0,屏東分局,
公正國中,QMA00456,公館里,屏東縣屏東市公館里03鄰公興路11號,"22.640783045245676, 120.48413725671435",1,806.0,屏東分局,
—,QMA00454,新興里,屏東縣屏東市新興里07鄰復興南路ㄧ段540號,"22.643952986877565, 120.4855373964097",1,55.0,屏東分局,
永達科大/體健休閒宿舍大樓,QMA00453,大湖里,屏東縣屏東市大湖里10鄰大春路219號,"22.625342044556884, 120.50480782850808",1,955.0,屏東分局,
天奉亭,QMA00457,大湖里,屏東縣屏東市大湖里05鄰廣官路122號,"22.62356898980754, 120.49628928022436",1,75.0,屏東分局,
福聖宮,QMA0080,麟趾村,屏東縣麟洛鄉麟趾村07鄰中華路68號,"22.649979404122202, 120.52411729390533",1,442.0,屏東分局,
麟洛鄉衛生所,QMA0077,麟蹄村,屏東縣麟洛鄉麟蹄村21鄰中山路156-1號,"22.651013975850343, 120.52748343391158",1,250.0,屏東分局,
麟洛鄉公所,QMA0079,麟蹄村,屏東縣麟洛鄉麟蹄村21鄰中山路158號,"22.65064832983835, 120.52720452033343",1,402.0,屏東分局,
屏安醫院,QMA0082,麟蹄村,屏東縣麟洛鄉麟蹄村21鄰中山路160-1號,"22.65039667773546, 120.52812524101552",1,663.0,屏東分局,
永達科大/綜合教學大樓,QMA0074,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.653945036537568, 120.5233123997523",1,808.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/商學館李耀松,QMA0075,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.65478588772457, 120.52284093893515",1,1154.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/學生宿舍大樓,QMA0076,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.65548060250824, 120.52470689702888",1,682.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/機械化工館,QMA02030,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.65459998881932, 120.52451542178983",1,553.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/機電科技整合大樓,QMA02031,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.65386413645613, 120.52424263636384",1,851.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/圖書館大樓,QMA02032,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.653682901118895, 120.52375391764411",1,1280.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/學生活動中心,QMA02033,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.655309239890236, 120.52337903237694",1,1783.0,屏東分局,共有8處、總計可容納人數7750人
永達科大/溫水游泳池館,QMA02034,麟蹄村,屏東縣麟洛鄉麟蹄村05鄰中山路316號,"22.655063512008947, 120.52225087300982",1,577.0,屏東分局,共有8處、總計可容納人數7750人
朝鳳宮,QMA0081,田心村,屏東縣麟洛鄉田心村05鄰中正路394號,"22.633681149604644, 120.52296057015863",1,740.0,屏東分局,
湧源堂,QMA0078,新田村,屏東縣麟洛鄉新田村02鄰民族路238號,"22.65676823292526, 120.53063961675547",1,550.0,屏東分局,
龍翔華廈,QMA00091,新潭村,屏東縣長治鄉新潭村01鄰潭頭路70號,"22.676062009454682, 120.52567449028143",1,366.0,屏東分局,
—,QMA00092,香楊村,屏東縣長治鄉香楊村02鄰合興路208巷29號,"22.66789359394685, 120.51978417380352",1,40.0,屏東分局,
喜宴人生大樓,QMA00100,香楊村,屏東縣長治鄉香楊村02鄰香潭路101號,"22.667761559058196, 120.52001922372241",1,194.0,屏東分局,
屏東加州大樓,QMA00101,香楊村,屏東縣長治鄉香楊村14鄰瑞源路240號,"22.66926020000001, 120.50924068833449",1,451.0,屏東分局,
元統建設大樓,QMA00088,香楊村,屏東縣長治鄉香楊村14鄰香楊路33號,"22.665386401574168, 120.51192789322882",1,160.0,屏東分局,
欣鼎建設大樓,QMA00089,長興村,屏東縣長治鄉長興村07鄰中興路6號,"22.684316957694666, 120.51169865077551",1,444.0,屏東分局,
展偉建設大樓,QMA00090,長興村,屏東縣長治鄉長興村17鄰長興路533號,"22.68290467020621, 120.51125926818113",1,444.0,屏東分局,
長治鄉公所,QMA00095,進興村,屏東縣長治鄉進興村01鄰復興路1號,"22.67717703621939, 120.5283032229093",1,386.0,屏東分局,
長治鄉農會,QMA00094,進興村,屏東縣長治鄉進興村11鄰復興路11號,"22.67714610325013, 120.52875088966005",1,133.0,屏東分局,
崇華國小/精英館,QMA02057,復興村,屏東縣長治鄉復興村11鄰新興路36號,"22.680552514476368, 120.54716800682128",1,805.0,屏東分局,共有2處、總計可容納人數1639人
崇華國小/儒賢館,QMA02058,復興村,屏東縣長治鄉復興村11鄰新興路36號,"22.680056491617673, 120.5471898011994",1,834.0,屏東分局,共有2處、總計可容納人數1639人
中華電信公司/機房,QMA02108,復興村,屏東縣長治鄉復興村12鄰復興路400-1號,"22.692927186419354, 120.54833266103515",1,157.0,屏東分局,
興冶金屬工業公司,QPA00087,崙上村,屏東縣長治鄉崙上村12鄰自強巷94號,"22.686563119434254, 120.53508040129373",1,111.0,屏東分局,
農科生物園區/豐和館,QMA02015,德和村,屏東縣長治鄉德和村06鄰農科路23號,"22.712770547871955, 120.53714487945402",1,2947.0,屏東分局,
農委會農科園區/管理中心,QPA00088,德和村,屏東縣長治鄉德和村06鄰神農路1號,"22.712422392094656, 120.53781798491794",1,2495.0,屏東分局,
農委會農科園區/飛宇樓,QPA00090,德和村,屏東縣長治鄉德和村06鄰園西一路2號,"22.71498356292268, 120.53169015881359",1,3168.0,屏東分局,
農委會農科園區/龍騰樓,QPA00089,德和村,屏東縣長治鄉德和村06鄰園西二路20號,"22.715434195859736, 120.53183695549941",1,6744.0,屏東分局,
信功實業公司,QPA00099,繁昌村,屏東縣長治鄉繁昌村16鄰中山路122號,"22.712550720221284, 120.57840721750547",1,213.0,屏東分局,
南部化工公司,QPA00098,繁昌村,屏東縣長治鄉繁昌村16鄰中山路145號,"22.712954650474384, 120.57597998321958",1,187.0,屏東分局,
欣樂食品公司,QPA00097,繁昌村,屏東縣長治鄉繁昌村16鄰中山路152號,"22.718709596008857, 120.57862086217264",1,956.0,屏東分局,
椰子園養護之家,QMA02014,繁昌村,屏東縣長治鄉繁昌村08鄰水源路171號,"22.697399674705856, 120.55981071550588",1,268.0,屏東分局,
萬丹鄉公所,QPA00096,萬後村,屏東縣萬丹鄉萬後村02鄰和平西路155號,"22.58949191226647, 120.48502015926137",1,568.0,屏東分局,
萬丹鄉圖書館,QMA02136,萬後村,屏東縣萬丹鄉萬後村02鄰和平西路157號,"22.588903797304635, 120.48487547070519",1,535.0,屏東分局,
"佛泰企業 公司",QMA01997,萬生村,屏東縣萬丹鄉萬生村13鄰萬壽路一段67號,"22.582605832243317, 120.5020453601004",1,333.0,屏東分局,
新光銀行/萬丹分行,QMA02003,萬全村,屏東縣萬丹鄉萬全村07鄰萬丹路一段256號,"22.58847632028234, 120.49002769350996",1,275.0,屏東分局,
中華電信/機房,QMA02002,萬全村,屏東縣萬丹鄉萬全村29鄰萬丹路一段345巷12號,"22.591153465062714, 120.48914477796687",1,744.0,屏東分局,
"萬丹郵局  ",QMA02001,萬全村,屏東縣萬丹鄉萬全村16鄰萬丹路一段402號,"22.59104337611185, 120.48914220199227",1,101.0,屏東分局,
萬丹鄉公園路燈管理所,QMA02000,萬全村,屏東縣萬丹鄉萬全村01鄰公園東街19號,"22.595031306337937, 120.48738460680299",1,4560.0,屏東分局,
合作金庫/萬丹分行,QMA01992,萬惠村,屏東縣萬丹鄉萬惠村06鄰中興路二段661號,"22.584107896497517, 120.48851709482865",1,445.0,屏東分局,
新光人壽大樓,QMA01994,寶厝村,屏東縣萬丹鄉寶厝村06鄰中興路二段370號,"22.5793141114789, 120.48496519258099",1,216.0,屏東分局,
萬丹國小/涵育樓,QMA02024,寶厝村,屏東縣萬丹鄉寶厝村08鄰萬新路1497號,"22.583083408608832, 120.48884506567833",1,685.0,屏東分局,
台灣電力公司/變電所,QMA02010,四維村,屏東縣萬丹鄉四維村14鄰丹榮路912號,"22.597921307612655, 120.49276041802166",1,147.0,屏東分局,
萬丹國中/行政樓,QMA02025,四維村,屏東縣萬丹鄉四維村15鄰萬丹路二段5號,"22.596794217611453, 120.48843100998302",1,1372.0,屏東分局,
四維國小/勤學樓,QMA01996,四維村,屏東縣萬丹鄉四維村16鄰四維東路567號,"22.59501322347373, 120.48962761756503",1,944.0,屏東分局,
承源興業公司,QMA02011,竹林村,屏東縣萬丹鄉竹林村01鄰大學路103號,"22.59738669032932, 120.51724516833937",1,166.0,屏東分局,
新聯瓦斯行,QMA02004,廣安村,屏東縣萬丹鄉廣安村11鄰大昌路136號,"22.61329158778689, 120.4808175182198",1,84.0,屏東分局,
同華有限公司,QMA02009,廣安村,屏東縣萬丹鄉廣安村10鄰萬丹路二段269號,"22.606471842164655, 120.48722969706341",1,90.0,屏東分局,
台豪鋼鐵工廠,QMA01983,社上村,屏東縣萬丹鄉社上村14鄰萬丹路三段295號,"22.623022289010603, 120.4799648669079",1,66.0,屏東分局,
勝芳食品公司,QMA01982,社上村,屏東縣萬丹鄉社上村14鄰萬丹路三段321號,"22.624650433882984, 120.4797054986793",1,125.0,屏東分局,
昌勇有限公司,QNA01984,社上村,屏東縣萬丹鄉社上村14鄰萬丹路三段331號,"22.625110508865514, 120.47998627216087",1,363.0,屏東分局,
大源有限公司,QMA01985,社上村,屏東縣萬丹鄉社上村14鄰萬丹路三段361號,"22.62629239673066, 120.47979883714767",1,263.0,屏東分局,
旭東環保科技公司,QMA02643,社上村,屏東縣萬丹鄉社上村14鄰萬丹路三段408號,"22.624939961915068, 120.48034551427276",1,492.0,屏東分局,
禾榮食品公司/品管室,QMA01986,社上村,屏東縣萬丹鄉社上村14鄰社皮路三段820號,"22.624939961915068, 120.48034551427276",1,133.0,屏東分局,共有2處、總計可容納人數244人
禾榮食品公司/廠房,QMA01987,社上村,屏東縣萬丹鄉社上村14鄰社皮路三段820號,"22.62562757632781, 120.48033473874703",1,111.0,屏東分局,共有2處、總計可容納人數244人
社皮國小/化雨樓,QMA01988,社口村,屏東縣萬丹鄉社口村02鄰社皮路二段550號,"22.614749870481642, 120.46807735528833",1,512.0,屏東分局,
富統食品公司,QPA00101,水泉村,屏東縣萬丹鄉水泉村01鄰泉順街172巷33號,"22.571763574064175, 120.48036354171789",1,93.0,屏東分局,
萬丹農會倉庫,QPA00102,甘棠村,屏東縣萬丹鄉甘棠村01鄰萬新路40號,"22.539368904998724, 120.4837231443424",1,70.0,屏東分局,
